1622561332.8112895,"$GPGSV,3,2,12,14,19,319,36,21,61,275,45,22,30,211,31,23,10,046,40*78
"
1622561332.8230617,"$GPGSV,3,3,12,27,44,143,40,28,09,331,32,32,28,107,42,39,09,114,*72
"
1622561332.8332856,"!AIVDM,1,1,,A,33a5Jn0000PBpa8MgLC726QV20bC,0*5F
"
1622561332.8435614,"$GPGLL,5158.28072,N,00402.65259,E,152852.00,A,A*6D
"
1622561332.950567,"!AIVDM,1,1,,A,13a0NL0P00PBt=2Mfraf4?w`2@O0,0*31
"
1622561333.0311153,"!AIVDM,1,1,,B,13`m6U0P00PBQEpMfp?rmgw`20Rq,0*75
"
1622561333.101336,"!AIVDM,1,1,,A,13c>gr5rijPB:O2MiKnKp9k`05ql,0*6D
"
1622561333.2406147,"$GPRMC,152853.00,A,5158.28125,N,00402.65295,E,2.113,19.95,010621,,,A*59
"
1622561333.2812378,"$GPVTG,19.95,T,,M,2.113,N,3.913,K,A*00
"
1622561333.336926,"!AIVDM,1,1,,B,33`fL=0P@hPBdKpMf6DTQkM`PPtA,0*78
"
1622561333.353846,"$GPGGA,152853.00,5158.28125,N,00402.65295,E,1,10,0.92,1.2,M,45.9,M,,*5B
"
1622561333.403397,"!AIVDM,1,1,,B,133kjEPP0EPBPlhMg?o@kgw`R0S`,0*13
"
1622561333.4174109,"$GPGSA,A,3,28,27,21,23,32,08,22,10,14,01,,,1.78,0.92,1.53*01
"
1622561333.470527,"!AIVDM,1,1,,A,13`hBQPP020Bnq<MfcvhC?wb28O@,0*56
"
1622561333.4875345,"$GPGSV,3,1,12,01,35,268,33,03,03,214,38,08,76,187,42,10,41,057,42*7E
"
1622561333.503765,"!AIVDM,1,1,,A,13euGd00000BFjdMfm4Hs:wd0HOC,0*39
"
1622561333.514388,"!AIVDM,1,1,,B,139er>0P00PBS1lMeoGCkgwbR<3w,0*3B
"
1622561333.5728393,"$GPGSV,3,2,12,14,19,319,35,21,61,275,45,22,30,211,38,23,10,046,37*72
"
1622561333.639645,"$GPGSV,3,3,12,27,44,143,42,28,09,331,36,32,28,107,41,39,09,114,*77
"
1622561333.686661,"$GPGLL,5158.28125,N,00402.65295,E,152853.00,A,A*6F
"
1622561333.6975517,"!AIVDM,1,1,,B,13aBNF@P00PBGCnMfdGf4?wbRD4v,0*40
"
1622561333.778718,"!AIVDM,1,1,,B,13aBKS@P2?PBdDfMfQ1PRgwb28OO,0*64
"
1622561333.8342416,"!AIVDM,1,1,,A,13aGt`0P00PBnu@Mfb:v4?wb2D6J,0*2E
"
1622561333.9408743,"!AIVDM,1,1,,A,13aN2UOP01PBQ5jMg4=<Swwb2<4t,0*0E
"
1622561333.9574752,"!AIVDM,1,1,,B,13aDoTP000PBSBnMewSRpB;b08OU,0*13
"
1622561333.9679132,"!AIVDM,1,1,,B,33aI:;5P17PBDlhMftQ6gOwb22tA,0*0D
"
1622561333.9897277,"!AIVDM,1,1,,A,133g8cPP00PC5OjMebQ>4?wb2@OW,0*79
"
1622561334.020023,"!AIVDM,1,1,,B,33anGb000QPBg9pMgTq4:SAb00s1,0*61
"
1622561334.069905,"!AIVDM,1,1,,A,13aEOd@P0A0Bl70MfkIeHgwd0<7w,0*4F
"
1622561334.1254787,"!AIVDM,1,1,,B,13bK7>00000D3=8MdfkLmE1d0<D6,0*2E
"
1622561334.1506023,"!AIVDM,1,1,,B,13aJI600000BBT0MflCooEKd0@Oe,0*13
"
1622561334.1820421,"!AIVDM,1,1,,B,13euk20000PBA9tMgK@an5EV08Of,0*59
"
1622561334.239343,"$GPRMC,152854.00,A,5158.28176,N,00402.65333,E,2.070,20.23,010621,,,A*56
"
1622561334.2802718,"$GPVTG,20.23,T,,M,2.070,N,3.834,K,A*07
"
1622561334.3360434,"!AIVDM,1,1,,B,13aDqIhP00PBMLTMf:Mf4?wdR<5d,0*58
"
1622561334.3532622,"$GPGGA,152854.00,5158.28176,N,00402.65333,E,1,10,0.92,1.0,M,45.9,M,,*55
"
1622561334.4034162,"$GPGSA,A,3,28,27,21,23,32,08,22,10,14,01,,,1.78,0.92,1.53*01
"
1622561334.4723678,"$GPGSV,3,1,12,01,35,268,33,03,03,214,38,08,76,187,43,10,41,057,43*7E
"
