1622182391.5965438,"$GPGSA,A,3,25,32,15,24,17,12,19,02,06,10,,,1.37,0.81,1.10*02
"
1622182391.6102238,"$GPGSV,3,1,11,02,06,119,17,06,12,089,33,10,09,262,32,12,76,236,46*7C
"
1622182391.6205597,"!AIVDM,1,1,,B,13ku9T@000PBStnMfr`;DBRH0L>`,0*43
"
1622182391.6308975,"$GPGSV,3,2,11,15,09,174,36,17,15,036,42,19,34,053,39,22,02,351,*75
"
1622182391.6412208,"!AIVDM,1,1,,B,13`eHVP000PBfH8Mfn?s52ND00Ro,0*61
"
1622182391.670954,"$GPGSV,3,3,11,24,62,124,40,25,36,245,37,32,35,304,42*4B
"
1622182391.6849654,"$GPGLL,5157.54295,N,00400.46655,E,061311.00,A,A*64
"
1622182391.7000966,"!AIVDM,1,1,,A,19NSV:501bPB4r6MiiU<49RB0H6m,0*71
"
1622182391.75539,"!AIVDM,1,1,,A,133kjEPP0IPBF:rMfk4bn?vDR4hl,0*21
"
1622182391.8605578,"!AIVDM,1,1,,B,13b?AJ7001PBM>:MasBhBnp2086s,0*7A
"
1622182392.1010294,"!AIVDM,1,1,,A,35Sj<v50000B`@@Mg9PLaoTH0E3J,0*55
"
1622182392.1567576,"!AIVDM,1,1,,B,33`iH`PP00PBNjpMf4G>4?vF25NC,0*15
"
1622182392.2405753,"$GPRMC,061312.00,A,5157.54301,N,00400.46544,E,2.572,276.67,280521,,,A*63
"
1622182392.2811992,"$GPVTG,276.67,T,,M,2.572,N,4.763,K,A*3B
"
1622182392.3360941,"!AIVDM,1,1,,A,33apd60P@RPBJ:BMc2L5gT6H0000,0*1F
"
1622182392.3533444,"$GPGGA,061312.00,5157.54301,N,00400.46544,E,1,10,0.81,1.7,M,45.9,M,,*5B
"
1622182392.403163,"!AIVDM,1,1,,B,402E35QvEN6=<0CRNDMl76W000S:,0*4E
"
1622182392.4171119,"$GPGSA,A,3,25,32,15,24,17,12,19,02,06,10,,,1.37,0.81,1.10*02
"
1622182392.4684622,"!AIVDM,1,1,,B,14Rfh2001NPBN4<MgvETd3fB0@7?,0*23
"
1622182392.485482,"$GPGSV,3,1,11,02,06,119,18,06,12,089,33,10,09,262,32,12,76,236,46*73
"
1622182392.4982214,"!AIVDM,1,1,,A,13=m=t001qPBel4MgJk4SkdH0000,0*79
"
1622182392.5711145,"$GPGSV,3,2,11,15,09,174,34,17,15,036,41,19,34,053,42,22,02,351,*78
"
1622182392.6167583,"!AIVDM,1,1,,B,13aDq7hP00PBQ2fMfon1EOvH20Rm,0*79
"
1622182392.6691022,"$GPGSV,3,3,11,24,62,124,40,25,36,245,40,32,35,304,44*4D
"
1622182392.685978,"!AIVDM,1,1,,B,14R;V20sQj0B>i2Mh@UD2k@J0@7E,0*67
"
1622182392.696536,"$GPGLL,5157.54301,N,00400.46544,E,061312.00,A,A*68
"
1622182392.711176,"!AIVDM,1,1,,A,13aIhvwP00PBFk0MffC@0?vH2H7H,0*40
"
1622182392.7219439,"!AIVDM,1,1,,A,14SF7T0001PBgr<Mfv9uqq8B04hl,0*04
"
1622182392.736107,"!AIVDM,1,1,,B,33`gb9@0000BfBTMfpNDOHPJ0000,0*47
"
1622182392.7520294,"!AIVDM,1,1,,B,18;N@R0002PAGsVMeWu`h62:0L<P,0*16
"
1622182392.7622948,"!AIVDM,1,1,,B,402E35ivEN6=<PAOktMVWhw020S:,0*3A
"
1622182392.7725873,"!AIVDM,1,1,,B,13`pn:0000PBaOJMfOs:G`2F287M,0*1B
"
1622182392.7968998,"!AIVDM,1,1,,B,13bW`0300cPBUKlMj@K7t6HR087N,0*40
"
1622182392.822369,"!AIVDM,1,1,,A,33anGb0013PBCbFMfVuQdAJH0000,0*05
"
1622182392.8774877,"!AIVDM,1,1,,B,33aN`dP01SPB11hMigU;Va8H00uP,0*39
"
1622182392.9280677,"!AIVDM,1,1,,A,33aEOEEP00PBCcRMfTElQww<2DV:,0*5C
"
1622182393.243958,"$GPRMC,061313.00,A,5157.54307,N,00400.46434,E,2.549,277.12,280521,,,A*69
"
1622182393.2879355,"!AIVDM,1,1,,A,13ku;T0tiv0CecHMdM:T6k<J04hl,0*12
"
1622182393.3392825,"$GPVTG,277.12,T,,M,2.549,N,4.720,K,A*37
"
1622182393.3560815,"!AIVDM,2,1,1,A,55Sj<v42?gn?<EM3F20A8E04pu>222222222221@JHQJ@5MG0OlSm51D,0*60
"
1622182393.4065807,"!AIVDM,2,2,1,A,Q0CH88888888880,2*4F
"
1622182393.4209368,"$GPGGA,061313.00,5157.54307,N,00400.46434,E,1,10,0.81,1.6,M,45.9,M,,*5B
"
1622182393.4730697,"$GPGSA,A,3,25,32,15,24,17,12,19,02,06,10,,,1.37,0.81,1.10*02
"
1622182393.489716,"!AIVDM,1,1,,A,13`emQhP00PBlaTMfhg5@wvHR87k,0*40
"
1622182393.5052445,"$GPGSV,3,1,11,02,06,119,22,06,12,089,33,10,09,262,32,12,76,236,46*7A
"
1622182393.5747716,"$GPGSV,3,2,11,15,09,174,34,17,15,036,41,19,34,053,38,22,02,351,*75
"
1622182393.6205215,"!AIVDM,1,1,,A,13aJH3@P00PBQ0FMegh>4?vJ2@7r,0*48
"
1622182393.6728022,"$GPGSV,3,3,11,24,62,124,40,25,36,245,40,32,35,304,43*4A
"
1622182393.689372,"!AIVDM,1,1,,B,18SJNLP01DPBbWtMge>T93BJ04hl,0*56
"
1622182393.7001097,"$GPGLL,5157.54307,N,00400.46434,E,061313.00,A,A*69
"
1622182393.7120914,"!AIVDM,1,1,,B,13aC4g@P000BBWlMfpuP0?vH087u,0*48
"
1622182393.861272,"!AIVDM,1,1,,B,13cF0h001A0BgA<MgW0DOCRL0D=J,0*5A
"
1622182393.8862152,"!AIVDM,1,1,,B,13aB;@0000PBgS2Mfw1D5q6L0@87,0*03
"
1622182393.9817598,"!AIVDM,1,1,,A,13a;pr002QPArprMhgqSt3>J00Sb,0*1C
"
1622182393.9966602,"!AIVDM,1,1,,B,13aBNA@P10PBrG8MgBAbqOvJ2H8;,0*35
"
1622182394.0217652,"!AIVDM,1,1,,A,13aJHv@P00PBnslMffgP0?vJ288<,0*05
"
1622182394.182077,"!AIVDM,1,1,,B,402Dw?1vEN6==0Ad3pMaM=?02@8B,0*68
"
1622182394.242607,"$GPRMC,061314.00,A,5157.54331,N,00400.46337,E,2.477,276.60,280521,,,A*67
"
1622182394.2826548,"$GPVTG,276.60,T,,M,2.477,N,4.588,K,A*3F
"
1622182394.3428905,"$GPGGA,061314.00,5157.54331,N,00400.46337,E,1,10,0.81,2.0,M,45.9,M,,*58
"
1622182394.4039044,"!AIVDM,1,1,,A,33aQfUOP00PBGh8Mfj`f4?vL2C<k,0*6F
"
1622182394.4183216,"$GPGSA,A,3,25,32,15,24,17,12,19,02,06,10,,,1.37,0.81,1.10*02
"
1622182394.4718444,"!AIVDM,1,1,,A,13P;tLPP340B34JMgfnj5gvN0L4r,0*57
"
1622182394.4889345,"!AIVDM,1,1,,B,13dn=000000BtwDMfp6I8Q8H0@8J,0*2A
"
1622182394.5049548,"$GPGSV,3,1,11,02,06,119,25,06,12,089,34,10,09,262,33,12,76,236,46*7B
"
1622182394.5155404,"!AIVDM,1,1,,B,13a5Jn0Oj9PBiUBMgUFcA8pH2H8L,0*02
"
1622182394.5745718,"$GPGSV,3,2,11,15,09,174,34,17,15,036,40,19,34,053,39,22,02,351,22*75
"
1622182394.620393,"$GPGSV,3,3,11,24,62,124,40,25,36,245,42,32,35,304,41*4A
"
1622182394.6701007,"!AIVDM,1,1,,B,13aDAwhP00PBAPlMfS=Bp?vLR88R,0*11
"
1622182394.6869576,"$GPGLL,5157.54331,N,00400.46337,E,061314.00,A,A*6F
"
1622182394.6976335,"!AIVDM,1,1,,B,13euk20000PBvALMfPUP2VpJ00S;,0*4F
"
1622182394.9292834,"!AIVDM,1,1,,B,33euWD:Oh2PBlwHMg32SQ5NL0131,0*55
"
1622182395.2443037,"$GPRMC,061315.00,A,5157.54348,N,00400.46238,E,2.514,276.00,280521,,,A*64
"
1622182395.2871602,"!AIVDM,1,1,,B,3341RJUP05PBOnNMg7:ru?vN2E;b,0*4C
"
1622182395.3398297,"$GPVTG,276.00,T,,M,2.514,N,4.656,K,A*3D
"
1622182395.350357,"!AIVDM,1,1,,A,13aKWAoP00PBQ2fMegkf4?vN2H8s,0*70
"
1622182395.41129,"$GPGGA,061315.00,5157.54348,N,00400.46238,E,1,10,0.81,2.2,M,45.9,M,,*5B
"
1622182395.4738584,"$GPGSA,A,3,25,32,15,24,17,12,19,02,06,10,,,1.37,0.81,1.10*02
"
1622182395.4985619,"$GPGSV,3,1,11,02,06,119,25,06,12,089,33,10,09,262,34,12,76,236,46*7B
"
1622182395.5093272,"!AIVDM,1,1,,B,13aC2V@P0G0BNP:MfgjjhOvLPD5p,0*50
"
1622182395.519944,"!AIVDM,1,1,,B,15EJ6@0w1H0A=v>MmgeG1URL0H94,0*08
"
1622182395.576401,"$GPGSV,3,2,11,15,09,174,34,17,15,036,38,19,34,053,39,22,02,351,19*72
"
1622182395.6207027,"!AIVDM,1,1,,B,138CQ>0Oi9P@a?nMfJUANQlJ04hl,0*70
"
1622182395.672194,"$GPGSV,3,3,11,24,62,124,40,25,36,245,43,32,35,304,42*48
"
1622182395.6857548,"$GPGLL,5157.54348,N,00400.46238,E,061315.00,A,A*6E
"
1622182395.7292101,"!AIVDM,1,1,,A,33ev>H0Ohs0BQgPMfF0:N8pJ011i,0*41
"
1622182395.7907448,"!AIVDM,2,1,2,A,538CQ>02A;h?D9QC800pu8@T>0P4l9E8L0000017Ah:<<5Mb0D3S4U3@,0*63
"
1622182395.801207,"!AIVDM,2,2,2,A,000000000000000,2*26
"
1622182395.8609223,"!AIVDM,1,1,,B,13JNv:0P000Bv78MfQ<2q?vP0@9A,0*10
"
1622182395.9157333,"!AIVDM,1,1,,B,33apd60P@QPBJ;:Mc2FmUT2N00r@,0*36
"
1622182396.046203,"!AIVDM,1,1,,B,402Dw?1vEN6=?0Ad32MaMAg02L=P,0*17
"
1622182396.1015172,"!AIVDM,1,1,,A,13aB:A0P00PBN9HMfsgv4?vP2@9J,0*54
"
1622182396.2423172,"$GPRMC,061316.00,A,5157.54361,N,00400.46138,E,2.498,275.75,280521,,,A*6B
"
1622182396.2856112,"!AIVDM,1,1,,B,35SUwf37h`0@sgHMduE=L:fN027P,0*0B
"
1622182396.3391502,"$GPVTG,275.75,T,,M,2.498,N,4.626,K,A*3E
"
1622182396.35426,"$GPGGA,061316.00,5157.54361,N,00400.46138,E,1,10,0.81,2.5,M,45.9,M,,*57
"
1622182396.4050727,"!AIVDM,1,1,,B,13e>cJ00010Bmj4Mg1=nR@tN0<?k,0*2D
"
1622182396.4194565,"$GPGSA,A,3,25,32,15,24,17,12,19,02,06,10,,,1.37,0.81,1.10*02
"
1622182396.4725533,"!AIVDM,1,1,,A,13aC2d0P00PBT44MfjPv4?vP2<6H,0*4C
"
1622182396.489078,"!AIVDM,1,1,,B,13aI9:@P06PBl7LMfoJmdgvP2<9T,0*3A
"
1622182396.505684,"$GPGSV,3,1,11,02,06,119,26,06,12,089,33,10,09,262,34,12,76,236,45*7B
"
1622182396.5163655,"!AIVDM,1,1,,B,33anGb0Oi3PBCdfMfW9QeALN00rP,0*69
"
1622182396.5743432,"$GPGSV,3,2,11,15,09,174,34,17,15,036,41,19,34,053,42,22,02,351,*78
"
1622182396.6196496,"!AIVDM,1,1,,A,33a5Jn0Oj9PBiQVMgULK9HvL218@,0*4E
"
1622182396.671104,"$GPGSV,3,3,11,24,62,124,40,25,36,245,43,32,35,304,43*49
"
1622182396.6872885,"$GPGLL,5157.54361,N,00400.46138,E,061316.00,A,A*65
"
1622182396.6979175,"!AIVDM,1,1,,B,13aD@N@P00PBMPJMf8Qv4?vP289g,0*14
"
1622182396.7942054,"!AIVDM,1,1,,A,33`hCB060RPBb7lMfvqL09tR00QP,0*2E
"
1622182397.0262055,"!AIVDM,2,1,2,B,538CQ>02A;h?D9QC800pu8@T>0P4l9E8L0000017Ah:<<5Mb0D3S4U3@,0*60
"
1622182397.037017,"!AIVDM,2,2,2,B,000000000000000,2*25
"
1622182397.1153953,"!AIVDM,1,1,,B,13bnM>3P@5PBK:lMgqQCm3NP0D<P,0*50
"
1622182397.2434864,"$GPRMC,061317.00,A,5157.54371,N,00400.46035,E,2.520,275.29,280521,,,A*6C
"
1622182397.2841074,"$GPVTG,275.29,T,,M,2.520,N,4.668,K,A*3F
"
1622182397.343902,"$GPGGA,061317.00,5157.54371,N,00400.46035,E,1,10,0.81,2.6,M,45.9,M,,*58
"
1622182397.4063997,"$GPGSA,A,3,25,32,15,24,17,12,19,02,06,10,,,1.37,0.81,1.10*02
"
1622182397.4754014,"$GPGSV,3,1,11,02,06,119,26,06,12,089,32,10,09,262,34,12,76,236,46*79
"
1622182397.5750237,"$GPGSV,3,2,11,15,09,174,31,17,15,036,41,19,34,053,40,22,02,351,*7F
"
1622182397.6207218,"!AIVDM,1,1,,B,33`hCB06@SPBb7LMfvrsvatT0100,0*58
"
1622182397.6730034,"$GPGSV,3,3,11,24,62,124,40,25,36,245,43,32,35,304,43*49
"
1622182397.689625,"!AIVDM,1,1,,A,133vrmPP00PC3cJMehO00?vR2<3g,0*39
"
1622182397.7002478,"$GPGLL,5157.54371,N,00400.46035,E,061317.00,A,A*69
"
1622182397.7120736,"!AIVDM,1,1,,B,13bDQF7P?w<tSF0l4Q@>4?wv1PRm,0*77
"
1622182397.756034,"!AIVDM,1,1,,B,13`oU`P004PBMvdMfh1VDjJP0H:H,0*2E
"
1622182397.8050125,"!AIVDM,1,1,,A,13aJI600000BMbVMfkwt5DvR08:J,0*15
"
1622182397.8854177,"!AIVDM,1,1,,B,13ae9l0OiIPCiSvMdDsE9T8R0p:M,0*1D
"
1622182398.0062177,"!AIVDM,1,1,,B,13aSQ700000BbC0MfQImsrjT0@:Q,0*6A
"
1622182398.101999,"!AIVDM,1,1,,B,13aJHHhP0nPBtj@Mg2lU8gvT24hl,0*78
"
1622182398.24239,"$GPRMC,061318.00,A,5157.54385,N,00400.45930,E,2.499,275.13,280521,,,A*6D
"
